,input,prediction,ground_truth
674,"The man often made smart remarks, like that any restaurant is a mexican restaurant where? ['(A) city ', '(B) mexica ', '(C) san diego ', '(D) spain ',",san diego,mexico
675,"I am looking for honey right from the source, where should I look? ['(A) last all night ', '(B) beehive ', ""(C) farmer's market "", '(D) jar ', '(E) honey",beehive,beehive
676,"Where are there likely to be a variety of flats to choose from? ['(A) london ', '(B) apartment building ', '(C) city ', '(D) falling down ', '(E) town ","apartment building ', '(C) city ', '(D)",city
677,"A weasel has a thin body and short legs to easier burrow after prey in a what? ['(A) tree ', '(B) mulberry bush ', '(C) chicken coop ', '(D) ","mulberry bush ', '(C) chicken coop ',",rabbit warren
678,"What can disease destroy? ['(A) rug ', '(B) third world country ', '(C) human body ', '(D) hospital ', '(E) building ']",human body human body human body human body human body human body human,human body
679,"What does a person from Avalon live in? ['(A) pain ', '(B) meaningful work ', '(C) english house ', '(D) cotton candy ', '(E) headache ']",english house a house in avalon,english house
680,"Where is one likely to find a fan for their stove? ['(A) appliance store ', '(B) sports stadium ', '(C) dress emporium ', '(D) hot room ', '(E) football stadium '",appliance store,appliance store
681,"Jodie felt a tightness in her chest. She was worried but didn't want to go to the hospital. Where might she go instead? ['(A) istanbul ', '(B) concert ', '(C) bedroom ', '(D",istanbul,bedroom
682,"If you're buying beer for a float trip what are you preparing to do? ['(A) get arrested ', '(B) have fun ', '(C) get sick ', '(D) spend money ', '(E",have fun,have fun
683,"Piece of land in Canada where you can find marmot? ['(A) north america ', '(B) united states ', '(C) vancouver island ', '(D) american ', '(E) cage ']",vancouver island,vancouver island
684,"The surgeon's clients had begun to reduce, it seemed girls no longer want to what? ['(A) reduction ', '(B) make larger ', '(C) augment ', '(D) gain weight ', '(E) expand ",make larger,augment
685,"While waiting for this appointment, people often read magazines. ['(A) doctor ', '(B) train station ', '(C) newsagent ', '(D) market ', '(E) table ']",train station train station train station train station train station,doctor
686,"Where would you find a fox that is made up? ['(A) storybook ', '(B) woods ', '(C) hen house ', '(D) natural habitat ', '(E) back yard ']",storybook hen house,storybook
687,"In basic training they build you up only to do what, all in hopes of building you up even stronger the next time? ['(A) destroying ', '(B) tear down ', '(C) raze ', '(D) mutil","tear down ', '(C) tear down ', '(D",tear down
688,"Billy saw a dog running from him and did his best to get away from it. The leaped up to where the dog couldn't reach and was stuck. Where might he have been trapped? ['(A) kennel ', '(B) table ',",kennel,table
689,"John and Judy were parents. They had two wonderful kids who weren't always well behaved. They were light tough, though. They felt it was a parent's job to do what? ['(A) control children ', '(B) guide children ', '(",control children,guide children
690,"What are you playing if you're fiddling on a violin? ['(A) bluegrass music ', '(B) make music ', '(C) drop ', '(D) string instrument ', '(E) troubles '","bluegrass music ', '(C) make music ', '(",bluegrass music
691,"If somebody buys something and gives it to me as a free gift, what is the cost status of the gift? ['(A) deadly ', '(B) imprisoned ', '(C) paid for ', '(D) expensive '","paid for ', '(C) paid for ', '(D",paid for
692,"Why does someone flirt with many people at once? ['(A) have sex ', '(B) get laid ', '(C) were lonely ', '(D) attract attention ', '(E) dance ']",attract attention attract attention attract attention attract attention attract attention attract attention attract,attract attention
693,"James tore the antenna off of his boat due to bad reception as he was crossing the channel from France. Where was he going? ['(A) river ', '(B) television ', '(C) india ', '(D) engl",england,england
694,"Why would a band be performing when there are no people nearby? ['(A) record album ', '(B) play music ', '(C) hold concert ', '(D) blaring ', '(E) practice ']","hold concert ', '(C) blaring ', '(",record album
695,"The dogs were protecting their own when they decided to what the bad man? ['(A) bad breath ', '(B) defend ', '(C) run fast ', '(D) ocean ', '(E) attack ']",defend defend defend defend defend defend defend defend defend defend,attack
696,"What is used to grind wheat for bread? [""(A) farmer's field "", '(B) countryside ', '(C) cereal packets ', '(D) bread ', '(E) mill ']",mill mill mill mill mill mill mill mill mill mill,mill
697,"If you have a large satchel with you when you fly you'll be asked to store it where? ['(A) airport ', '(B) luggage compartment ', '(C) with the pilot ', '(D) room ',",luggage compartment with the pilot,luggage compartment
698,"Where would someone keep their nylon leggings? ['(A) stockings ', '(B) rope ', '(C) car ', '(D) clothing ', '(E) drawer ']",drawer drawer drawer drawer drawer drawer drawer drawer drawer drawer,drawer
699,"If you spend a long time running after a ball how are you likely to feel? ['(A) laughter ', '(B) sweating ', '(C) embarrassed ', '(D) breathing heavily ', '(E) tiredness",tiredness tiredness,tiredness
700,"When you need to rest it's often because you have been doing what? ['(A) action ', '(B) sleep ', '(C) sleeping ', '(D) in motion ', '(E) using energy ']",using energy,using energy
701,"Boredom and hunger led to a wandering waste of time and a cart full of unhealthy snacks during her trip to where? ['(A) new moon ', '(B) play cards ', '(C) read book ', '(D) see",new moon new moon new moon new moon new moon,grocery shop
702,"He was beginning to worry they wouldn't get on the ride before closing, they had been standing in queue for a long what? ['(A) frustration ', '(B) waiting ', '(C) hair ', '(D) time ',",time time time time time time time time time time,time
703,"This is an unavoidable physiological consequence of running. What is it? ['(A) breathlessness ', '(B) increased heart rate ', '(C) falling down ', '(D) muscle bulk ', '(E) calluse","increased heart rate ', '(C) falling down ', '(",increased heart rate
704,"Sometimes a person has a fear of water or a dislike of being wet, it is still important to make sure they are having a bath why? ['(A) flooding ', '(B) drowning ', '(C) wet skin ',",flooding flooding flooding flooding flooding flooding flooding flooding flooding flooding,rash
705,"Where would there be an auditorium with only a single person speaking? ['(A) lights ', '(B) crowd ', '(C) university campus ', '(D) theater ', '(E) park ']",theater theater theater theater theater theater theater theater theater theater,university campus
706,"To get out of there the person had to keep on walking, they had to keep on what? ['(A) moving forward ', '(B) locomotion ', '(C) blisters ', '(D) rollerskate ', ",locomotion locomotion,moving forward
707,"What very large group of western citizens has bees everywhere? ['(A) united states ', '(B) space station ', '(C) trash can ', '(D) field of flowers ', '(E) bouquet of flowers '",united states,united states
708,"Miss Grady took a stick from Bob because he was playing with it during class. She wanted to make sure that he couldn't get to it so she put it where? ['(A) desk drawer ', '(B) kitchen drawer ', '(C)",desk drawer desk drawer desk drawer desk drawer.,desk drawer
709,"How does a person begin reproducing? ['(A) genetic mutation ', '(B) have sex ', '(C) kiss ', '(D) flirting ', '(E) going on a date ']",have sex,have sex
710,"Joe and Jill didn't want their children to be sedentary. They might limit the time they children spend doing what? ['(A) play sports ', '(B) throw things ', '(C) reading ', '(D) watch ",watching watching tv,watch tv
711,"They were making sauerkraut, the instructor explained the liquid should be above the cabbage in the what? ['(A) jar ', '(B) drinking glass ', '(C) pot ', '(D) container ', '(E)",container container container container the liquid should be above the cabbage in the what,jar
712,"From where would you normally take a cup when you're about to get a drink? ['(A) dishwasher ', '(B) water fountain ', '(C) sand box ', '(D) toilet ', '(E",dishwasher dishwasher dishwasher dishwasher dishwasher dishwasher dishwasher dishwasher dishwasher dishwasher,kitchen cabinet
713,"What are you using if there are speakers strapped on your ears? ['(A) take it all in ', '(B) headphones ', '(C) desktop ', '(D) conference ', '(E) concert ']",headphones headphones headphones headphones headphones headphones headphones headphones headphones headphones,headphones
714,"Because of his anger he couldn't clearly explain or what? ['(A) cool off ', '(B) write letter ', '(C) get mad ', '(D) illustrate point ', '(E) destroy enemy ']",illustrate point,illustrate point
715,"Where is likely to not just have a kosher restaurant? ['(A) jerusalem ', '(B) jewish neighborhoods ', '(C) dining in ', '(D) new york city ', '(E",jerusalem,new york city
716,"The bald eagle flew from Mount St Helen's to the Puget Sound and all over what? ['(A) washington state ', '(B) utah ', '(C) pacific northwest ', '(","pacific northwest ',",washington state
717,"Where could you get some knives if you are planning to bring them outside with you? ['(A) sporting goods store ', '(B) backpack ', '(C) kitchen ', '(D) sharp edges ', '(E) dog house","sporting goods store sharp edges', '(D) sharp edges',",kitchen
718,"How can people fulfill their own calorie requirements? ['(A) compete with each other ', '(B) feed themselves ', '(C) feel lonely ', '(D) talk to each other ', '(E) ask a doctor ",feed themselves,feed themselves
719,"What does a stove do to the place that it's in? ['(A) cool house ', '(B) warm room ', '(C) gas or electric ', '(D) burn child ', '(E) brown meat ",warm room,warm room
720,"What is the best way to begin going into trance? ['(A) religious experience ', '(B) closed eyes ', '(C) loss of control ', '(D) sleep ', '(E) hallucination '",loss of control,closed eyes
721,"A computer user working on an important work assignment is located in what structure? ['(A) office building ', '(B) internet cafe ', '(C) house ', '(D) school ', '(E) internet cafe ']",office building,office building
722,"The music was festive but why are the horses dancing in circles ['(A) carnival ', '(B) night club ', '(C) theatre ', '(D) opera ', '(E) ringmaster ']",opera ringmaster,carnival
723,"In the building where James worked there was a small mezzanine in the auditorium to make more space for seats. Where might James work? ['(A) theater ', '(B) floors ', '(C) concert hall ', '(D)",theater theater theater theater theater theater theater theater theater theater,theater
724,"If you aren't well rested and it's a rainy day what might you do? ['(A) sleep ', '(B) write ', '(C) make bread ', '(D) stay in bed ', '",make bread,stay in bed
725,"Where would you have a stove if you don't live in a detached dwelling? ['(A) tent ', '(B) car ', '(C) living room ', ""(D) friend's house "", '(E) apartment",apartment apartment apartment apartment apartment apartment apartment apartment apartment apartment,apartment
726,"What kind of place has a revolving door and has things to buy in it? ['(A) new york ', '(B) public place ', '(C) bank ', '(D) mall ', '(E) supermarket",mall mall mall mall mall mall mall mall mall mall,mall
727,"Where can books be read? ['(A) cabinet ', '(B) backpack ', '(C) table ', '(D) shelf ', '(E) sink ']",cabinet cabinet cabinet cabinet cabinet cabinet cabinet cabinet cabinet cabinet,table
728,"Where is seaweed usually found alive? ['(A) ocean ', '(B) found in ocean ', '(C) water ', '(D) found in sea ', '(E) beach ']",ocean ocean ocean ocean ocean ocean ocean ocean ocean ocean,water
729,"If a lizard is fed by people every day, what has happened to it? ['(A) documentary ', '(B) costa rica ', '(C) garden ', '(D) encouragement ', '(E)",encouragement encouragement encouragement encouragement encouragement encouragement encouragement encouragement encouragement encouragement,captivity
730,"What will happen to someone if his or her spirits cannot elevate? ['(A) sadden ', '(B) demote ', '(C) depress ', '(D) drop ', '(E) decrease ']",sadden,depress
731,"If you wanted a license to catch crabs, what government office would you go to? ['(A) most offices ', '(B) fish department ', '(C) fancy restaurant ', '(D) government submarine ', '(E)",fish department,fish department
732,"What furniture will you normally find near a side chair? ['(A) bedroom ', '(B) table ', '(C) wheel barrow ', '(D) building ', '(E) office ']",table table table table table table table table table table,table
733,"Metal is used to make what? ['(A) junkyard ', '(B) ore ', '(C) instruments ', '(D) metal fabrication shop ', '(E) bowls ']","metal fabrication shop ', '(E) bowls ']",instruments
734,"What is the word added to Manchester that signifies what county it is in? ['(A) england ', '(B) united kingdome ', '(C) lancashire ', '(D) greater manchester ', '",lancashire,greater manchester
735,"The program kept getting errors, the amateur end user began to what? ['(A) get mad ', '(B) compile ', '(C) debug ', '(D) write code ', '(E) get frustrated ']",get frustrated,get frustrated
736,"John knew that the sun produced a massive amount of energy in two forms. If you were on the surface of the sun, what would kill you first? ['(A) ocean ', '(B) heat ', '(C) life on earth ', '(",heat heat heat heat heat heat heat heat heat heat,heat
737,"Lawyers often talk in front of an audience where? ['(A) work ', '(B) courtroom ', '(C) office building ', '(D) press charges ', '(E) theatre ']",theatre theatre theatre theatre theatre theatre theatre theatre theatre theatre,courtroom
738,"James bought a new set of tire chains and put them somewhere he could find them. Where would he put them? ['(A) gear shift ', '(B) garage ', '(C) kitchen ', '(D) jewelry store ',","gear shift ', '(B) garage ', '(C)",garage
739,"If I wanted to eat something that is made from plants and needs to be washed, what would it be? ['(A) roots ', '(B) millions of cells ', '(C) see work ', '(D) leaves to gather light","millions of cells ', '(C) see work ', '(",roots
740,"Ficus can be planted in a yard to make summer more bearable, what sort of areas do they create? ['(A) shady places ', '(B) screened porch ', '(C) pots ', '(D)",shady places,shady places
741,"Children's behavior is a direct reflection of their what? ['(A) parents ', '(B) old people ', '(C) play ball ', '(D) many adults ', '(E) grown ups ']","parents', '(C) play ball ', '(D) many",parents
742,"Most people who are family like to greet each other with a what? ['(A) apartments ', '(B) listen to music ', '(C) have friends ', '(D) know what ophiolites ', '(E","know what ophiolites ', '(E) know what oph",hug
743,"John bought a new water hose. But he found his old one near his car. Where did he find the old one? ['(A) garden shed ', '(B) hardware store ', '(C) greenhouse ', '(D) garage",garage garage garage garage garage garage garage garage garage garage,garage
744,"Where is a control room needed to prevent wide spread disaster? ['(A) airbase ', '(B) prison ', '(C) mill ', '(D) nuclear plant ', '(E) recording studio ']",nuclear plant,nuclear plant
745,"Where do you keep your pizza slice before you eat it? ['(A) table ', '(B) plate ', '(C) restaurant ', '(D) oven ', '(E) popular ']",table table table table table table table table table table,plate
746,"Everybody was changing into costumes in the dressing room, it was almost time to take the what stage? ['(A) theater ', '(B) train ', '(C) bathhouse ', '(D) dwelling ', '(E) actors",theater theater theater theater theater theater theater theater theater theater,theater
747,"The homeowner frowned at the price of gas, what did he have to do later? ['(A) own home ', '(B) mail property tax payments ', '(C) board windows ', '(D) cut grass ', '(",own home,cut grass
748,"A thoroughfare meandered through fields and woods, where was it passing though? ['(A) move about ', '(B) city ', '(C) country ', '(D) town ', '(E) new york city","move about move about ', '(A) move about ',",country
749,"If I want a new ottoman, where should I go? ['(A) furniture store ', '(B) parlor ', '(C) turkey ', '(D) living room ', '(E) den ']",furniture store,furniture store
750,"Sean was leaving work and took the roadway that led to his what? ['(A) neighborhood ', '(B) city ', '(C) fate ', '(D) countryside ', '(E) maps ']",neighborhood neighborhood neighborhood neighborhood neighborhood neighborhood neighborhood neighborhood neighborhood neighborhood,neighborhood
751,"What can you use to get a jellyfish? ['(A) adriatic sea ', '(B) mediterranean sea ', '(C) hand ', '(D) see ', '(E)","adriatic sea ', '(B) mediterran",hand
752,"What has a shelf that does not allow you to see what is inside of it? ['(A) chest of drawers ', '(B) stove ', '(C) hold alcohol ', '(D) bookcase ', '(E)",bookcase bookcase hold alcohol,chest of drawers
753,"What will likely happen after stabbing to death a person? ['(A) gruesome ', '(B) being arrested ', '(C) pool of blood ', '(D) mess ', '(E) grisly '",pool of blood,being arrested
754,"The boat passenger was explaining his fear of blowfish, but the captain figured he meant piranhas since they were on a river in the what? ['(A) cuba ', '(B) styx ', '(C) atlantic",styx,jungle
755,"Where could you find only a few office? ['(A) skyscraper ', '(B) new york ', '(C) school building ', '(D) city ', '(E) work ']","skyscraper, '(C) school building ', '(",school building
756,"Where can I go to be a religious gentleman? ['(A) club ', '(B) restaurant ', '(C) university ', '(D) pub ', '(E) church ']",church church church church church church church church church church,church
757,"I want to see a prepared slide up close, what would I use to help? ['(A) microscope ', '(B) abbreviate ', '(C) glasses ', '(D) camera ', '(E) telescope ",microscope microscope microscope microscope microscope microscope microscope microscope microscope microscope,microscope
758,"Where can you buy a magazine, paper or gum? ['(A) bank ', '(B) rack ', '(C) bed ', '(D) newsstand ', '(E) bus depot ']",newsstand newsstand newsstand newsstand newsstand newsstand news,newsstand
759,"Where would you get some wood if you do not have any? ['(A) carpet ', '(B) boat ', '(C) river ', '(D) lumberyard ', '(E) synagogue ']","lumberyard ', '(d) lumberyard ', '(e",lumberyard
760,"The pitcher felt stress and tension on the mound, what did he feel like? ['(A) desert ', '(B) baseball field ', '(C) hell ', '(D) baseball diamond ', '(E) baseball stadium ","baseball stadium ', '(F) baseball diamond ', '(G",hell
761,"What negative effect can competing in a chess game on a cold day have? ['(A) enemies ', '(B) perform better ', '(C) sweat ', '(D) tension ', '(E) frostbit",frostbite,tension
762,"Why is it hard for a young child to read a long book? ['(A) knowledge ', '(B) cover ', '(C) no pictures ', '(D) past ', '(E) many words ']",many words ',many words
763,"On a hot day what can you do to enjoy something cool and sweet? ['(A) dive ', '(B) cool off ', '(C) fresh cake ', '(D) go for swim ', '(E) eat ",fresh cake cool off fresh cake,eat ice cream
764,"What is likely to be found in a book that is not a foreword? ['(A) last word ', '(B) conclusion ', '(C) ikea instructions ', '(D) afterword ', '(E)",afterword,epilogue
765,"How many hours are in a day? ['(A) week ', '(B) bright ', '(C) night ', '(D) twenty four ', '(E) year ']",twenty four,twenty four
766,"Why is religion so hard to understand? ['(A) both positive and negative ', '(B) unknowable ', '(C) important to people ', '(D) ocean ', '(E) confusing ']",important to people,confusing
767,"The couple explained they were having trouble communicating, it seemed every conversation took great what? ['(A) thinking ', '(B) effort ', '(C) laugh ', '(D) force ', '(E) medium ']","effort, '(C) force ', '(D) force",effort
768,"What would a person need to do if his or her captain dies at sea? ['(A) cross street ', '(B) have a party ', '(C) experience life ', '(D) cross road ', '(",cross street cross street experience life,man crew
769,"What do children require to grow up healthy? ['(A) need care ', '(B) come home ', '(C) fast food ', '(D) watch television ', '(E) wash dishes ']",need care,need care
770,"I house outside the center of a community is said to be where? ['(A) city ', '(B) subdivision ', '(C) newspaper ', '(D) residential area ', '(E) street ']",residential area residential area residential area residential area residential area residential area residential,subdivision
771,"The field general began to write out a letter to the king, he was told to send what when the enemy was near? ['(A) syllable ', '(B) english alphabet ', '(C) word ', '(D",syllable,word
772,"What will you put on a pen to prevent it from drying out? ['(A) write sentences on paper ', '(B) ink in ', '(C) ink cartridges ', '(D) caps ', '(E)","ink in ', '(C) ink cartridges ',",caps
773,"After climbing the mountains, the explored found the cave, what was the general goegraphy of the region he found it in? ['(A) west virginia ', '(B) kentucky ', '(C) desert ', '(",desert desert desert desert desert desert desert desert desert desert,rocky hills
774,"They dealt with combustible mixtures in their experiments, this is why they kept a fire extinguisher where? ['(A) hospital ', '(B) chemistry lab ', '(C) most businesses ', '(D)",chemistry lab,chemistry lab
775,"If someone mean wanted to insult somebody by calling them a fruit, where is probably not the smartest place to do it? ['(A) gay bar ', '(B) market ', '(C) grocery store ', '(D) refrigerator ',",grocery store,gay bar
776,"Where would you get a toothpick if you do not have any? ['(A) box ', '(B) grocery store ', '(C) eyes ', '(D) chewing ', '(E) mouth ']",grocery store box box grocery store box box grocery store box,grocery store
777,"What would you be building if you designed a place for an annoying critter to stay? ['(A) spread disease ', '(B) swamp ', '(C) fly away ', '(D) cat condo ', '(E","spread disease ', '(C) swamp ', '(D)",bug campers
778,"The man working in the attic swatted away a bee, but soon the single bee was an entire what? ['(A) swarm ', '(B) pack ', '(C) countryside ', '(D) soft",swarm,swarm
779,"What do you need to wear when hiking? ['(A) cast iron stomach ', '(B) physical exertion ', '(C) shin splints ', '(D) adventure ', '(E) fatigue ",adventure adventure adventure adventure adventure adventure adventure adventure adventure adventure,shin splints
780,"What type of store would have lots of sports equipment? ['(A) mall ', '(B) office supply store ', '(C) school ', '(D) sporting goods store ', '(E) sporting event ']",sporting goods store sporting goods store sporting goods store sporting goods store,sporting goods store
781,"The business man was promoted recently, to celebrate he went where to buy an expensive wristwatch? ['(A) case ', '(B) jewelry store ', '(C) shopping ', '(D) jewelery box ', '(E)",jewelery box shopping jewelery store a shopping place to buy a,jewelry store
782,"How is a child eager to be going to play likely to get there? ['(A) slowly ', '(B) rush ', '(C) being entertained ', '(D) have fun ', '(E) enjoyment ']","rush rush, rush?",rush
783,"There's some new buying products designed to get you money if you have none. The first step is that it will show you how to declare what? ['(A) tax return ', '(B) bankruptcy ', '(C) pleasure ', '(D",bankruptcy bankruptcy bankruptcy bankruptcy bankruptcy bankruptcy bankruptcy bankruptcy bankruptcy bankruptcy,bankruptcy
784,"Where can you buy a replacement ax handle? ['(A) bathroom ', '(B) hardware store ', '(C) water fountain ', '(D) grocery store ', '(E) fridge ']",hardware store,hardware store
785,"Is that person acting as silly as a clown? ['(A) make mistakes ', '(B) ridiculous ', '(C) have no home ', '(D) mentally unhinged ', '(E) schizophrenia ']",ridiculous ridiculous ridiculous ridiculous ridiculous ridiculous ridiculous ridiculous ridiculous ridiculous,ridiculous
786,"Which group of states is Louisiana part of? ['(A) deep south ', ""(B) 98 of world's crayfish "", '(C) united states ', '(D) gulf states ', '(E) bible belt",deep south,gulf states
787,"Where would you put a plate immediately after eating from it? ['(A) kitchen cupboard ', '(B) floor ', '(C) table ', '(D) dishwasher ', '(E) flea market ']",dishwasher dishwasher dishwasher dishwasher dishwasher dishwasher dishwasher dishwasher dishwasher dishwasher,dishwasher
788,"James couldn't get comfortable. There was too much dirt. He needed to clean out what? ['(A) ground ', '(B) subway ', '(C) bank ', '(D) bed ', '(E) street '",bed ground ground ground ground ground ground ground ground ground,bed
789,"The rats were hiding in the house, where were they? ['(A) sewers ', '(B) laboratory ', '(C) basement ', '(D) clinic ', '(E) cellar ']",basement sewers laboratory laboratory laboratory basement laboratory basement basement,cellar
790,"What do people do when they don't understand something? ['(A) ask questions ', '(B) experience joy ', '(C) believe in god ', '(D) talk to each other ', '(E) get sick '",ask questions,ask questions
791,"James saw a kite flying in the sky. He traced the string back to its origin and found it. Where did the string begin? ['(A) end of line ', '(B) hobby shop ', '(C) his hand ', '(",hobby shop end of line,child's hand
792,"What rubber toy filled with helium will make a child happy? ['(A) loved ', '(B) learn ', '(C) eat cake ', '(D) balloon ', '(E) become adult ']",balloon balloon balloon balloon balloon balloon balloon balloon balloon balloon,balloon
793,"Where do people get beer after a bit of gambling? ['(A) bottle ', '(B) grocery store ', '(C) casino ', '(D) spaceship ', '(E) hockey game ']",casino grocery store casino grocery store casino grocery store casino grocery store,casino
794,"What can happen to you when you are using television and it is not interesting? ['(A) turn off ', '(B) functions ', '(C) turning off ', '(D) entertainment ', '(E) fall asleep ']",entertainment fall asleep,fall asleep
795,"The business men left the discussion in the dressing room, now they just wanted to relax in the sauna of the what? ['(A) brush hair ', '(B) theater ', '(C) house ', '(D) dwelling ', '(",theater theater theater theater theater theater theater theater theater theater,bathhouse
796,"Where is a likely place for an ivy plant? ['(A) flower pot ', '(B) shelf ', '(C) windowsill ', '(D) outside ', '(E) sill ']",outside outside outside outside outside outside outside outside outside outside,outside
797,"Where has the newest baseball stadium? ['(A) phoenix ', '(B) chicago ', '(C) antarctica ', '(D) san francisco ', '(E) urban areas",san francisco,phoenix
798,"What type of residence has a ground floor with a stoop? ['(A) brownstone ', '(B) hotel ', '(C) condominium ', '(D) entering building ', '(E) office building '",brownstone,brownstone
799,"If the wood texture is not smooth it is what? ['(A) gilded ', '(B) porous ', '(C) solid ', '(D) painted ', '(E) less dense than water ']",porous,porous
800,"What might happen if someone is not losing weight? ['(A) loose skin ', '(B) beauty ', '(C) miss universe ', '(D) death ', '(E) healthier ']",loose skin,death
801,"Billy lived in the capital of his country, then he moved. Where might he move to? ['(A) small town ', '(B) jail ', '(C) lower case ', '(D) contain governmental activities ', '",small town small town contain governmental activities,small town
802,"Making a schedule was easy to pick, the major called for knowledge that required a certain what? ['(A) color ', '(B) class ', '(C) meeting ', '(D) university ', '(E) ency",university university university university university university university university university university,class
803,"When getting in shape, this is something that does wonders? ['(A) eat more ', '(B) starve ', '(C) give up ', '(D) period of recovery ', '(E) jogging",jogging,jogging
804,"What could prevent a driving car from continuing to drive? ['(A) automobile accidents ', '(B) backache ', '(C) pollution ', '(D) smoke ', '(E) low fuel tank ']",low fuel tank,automobile accidents
805,"Where do you store a large container? ['(A) supermarket ', '(B) factory ', '(C) juice ', '(D) hostel ', '(E) cabinet ']",cabinet cabinet cabinet cabinet cabinet cabinet cabinet cabinet cabinet cabinet,cabinet
806,"What is a person likely to experience after they stop being married to a mean person? ['(A) isolation ', '(B) grief ', '(C) happiness ', '(D) relief ', '(E) angry ']",relief relief relief relief relief relief relief relief relief relief,happiness
807,"Despite the large crowds, how did the depressed man feel? ['(A) small group ', '(B) alone ', '(C) solitary ', '(D) solitude ', '(E) panic ']",solitude solitude solitude he feels he feels he is alone in the crowds.,solitary
808,"Where does a maid empty a trash can? ['(A) bus stop ', '(B) corner ', '(C) hockey game ', '(D) motel ', '(E) alley ']",alley alley alley alley alley alley alle,motel
809,"The dog curled up for a nap, it was tuckered out because it had just been what? ['(A) walked ', '(B) petted ', '(C) affection ', '(D) go outside ', ",walked affection affection affection go outside,walked
810,"He used an umbrella while tanning, where was he likely? ['(A) waves ', '(B) seattle ', '(C) suitcase ', '(D) beach ', '(E) jacket closet ']",suitcase suitcase suitcase suitcase suitcase suitcase suitcase suitcase suitcase suitcase,beach
811,"What do the feathers look like on birds found in the rainforest? ['(A) pretty smart ', '(B) singing ', '(C) dark ', '(D) very colorful ', '(E) light ']",very colorful very colorful very colorful very colorful very colorful,very colorful
812,"The ancient seafaring Norse tribesman brought pelts of weasel aboard his what? ['(A) rabbit warren ', '(B) used car lot ', '(C) chicken coop ', '(D)","rabbit warren ',",viking ship
813,"What is the opposite of an area of elevation? ['(A) disgust ', '(B) reduction ', '(C) depression ', '(D) demotion ', '(E) diminishment ']","demotion, '(E) demotion, '(F) de",depression
814,"What do singers need to do before a show? ['(A) warm up ', '(B) use microphones ', '(C) clear throats ', '(D) create music ', '(E) sound beautiful ']",warm up,warm up
815,"When a person with mental illness receives medication and therapy, what has happened? ['(A) cause irrational behaviour ', '(B) recur ', '(C) effectively treated ', '(D) managed ', '","effectively treated ', '(D) managed ', '(C)",effectively treated
816,"What type of feeling is performing for the first time likely to produce? ['(A) action ', '(B) butterflies ', '(C) happiness ', '(D) a sense of calm ', '(E) anxiety ']",anxiety anxiety anxiety anxiety anxiety anxiety anxiety anxiety anxiety anxiety,anxiety
817,"If someone is found to be committing murder, what did they do to someone? ['(A) misery ', '(B) kill ', '(C) distress ', '(D) tickel ', '(E) go to jail",kill kill kill kill kill kill kill kill kill kill,kill
818,"The computer was hooked up to the internet, what could it do as a result? ['(A) process information ', '(B) believe in god ', '(C) make decisions ', '(D) process information ', '(E)","process information ', '(F) process information ', '(G",receive data
819,"The planet Mercury is unsuitable for human life or what? ['(A) toxic ', '(B) uninhabitable ', '(C) mercury sulphide ', '(D) poisonous ', '(E) ","uninhabitable ', '(C) mercury sulphide",uninhabitable
820,"Seeing idea become reality was a dream of hers for a long time, but as the time came to get on stage she had more what? ['(A) build ', '(B) anxiety ', '(C) celebrate ', '(D)",anxiety anxiety anxiety anxiety anxiety anxiety anxiety anxiety anxiety anxiety,anxiety
821,"A creek could be located in the opposite for the city which is called what? ['(A) meadow ', '(B) stick ', '(C) valley ', '(D) forest ', '(E) countryside ']",meadow valley meadow meadow me,countryside
822,"Where off the eastern U.S. would you find an anemone? ['(A) flower bed ', '(B) tide pool ', '(C) florida keys ', '(D) coral sea ', '(E)",florida keys,florida keys
823,"Where are traveling clothes often kept? ['(A) suitcase ', '(B) bedroom ', '(C) closet ', '(D) draws ', '(E) dresser ']",suitcase suitcase bedroom suitcase bedroom suitcase bedroom bedroom bedroom bedroom,suitcase
824,"If one needed the bathroom they needed a key, to get it they had to also buy something from the what? ['(A) school ', '(B) convenience store ', '(C) rest area ', '(D) mall ', '",convenience store rest area,convenience store
825,"Although the sun did rise, what did the pessimist warn everyone it would do? ['(A) lay ', '(B) go down ', '(C) fall ', '(D) below ', '(E) sundown","go down ', '(C) go down ', '(D",go down
826,"The hardcovers were especially tall, so he removed a shelf on the what to make room? ['(A) chest of drawers ', '(B) grocery store ', '(C) hold alcohol ', '(D) nightstand ',",nightstand nightstand nightstand nightstand nightstand nightstand night,bookcase
827,"If you're watching a comedy film what would you expect to hear from the audience? ['(A) park ', '(B) insight ', '(C) being entertained ', '(D) laughter ', '(E) fear '",laughter laughter laughter laughter laughter laughter laughter laughter laughter laughter,laughter
828,"What can eating lunch cause that is painful? ['(A) headache ', '(B) bad breath ', '(C) heartburn ', '(D) gain weight ', '(E) farts ']",headache heartburn heartburn heartburn heartburn heartburn heartburn,heartburn
829,"The performer was ready to put on a show and stepped onto the launch platform, what was his job? ['(A) cape canaveral florida ', '(B) nasa ', '(C) battleship ',",nasa,trapeze
830,"Eating is part of living, but your body doesn't use it all and the next day you will be doing what? ['(A) reduced ', '(B) getting full ', '(C) becoming full ', '(D) chewing '","chewing chewing chewing chewing', '(E) chew",defecating
831,"Where are you if you've paid to get a pizza? ['(A) popular ', '(B) baked in oven ', '(C) restaurant ', '(D) oven ', '(E) plate ']",plate plate plate plate plate plate plate plate plate plate,restaurant
